Significant Taxon ~ Clinical at Timepoint
MK4 
pvals	adj.pvals	coeffs
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	1.28809193511696e-05	0.00151994848343801	0.00156925018587391
PK 
pvals	adj.pvals	coeffs
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium	0.00171172097742263	0.0530792581728425	0.0014601088464904
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other	0.00386421760705479	0.091195535526493	0.0034402224624054
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	0.00171206227690995	0.0530792581728425	0.00794169232508773
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__;g__	0.0065331078901761	0.128484455173463	0.00113060905070053
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__	8.16596793027768e-05	0.00963584215772766	0.00150864460218922
MK5 
pvals	adj.pvals	coeffs
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	5.13163280763241e-06	0.000302766335650312	0.0858213342720637
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__	6.205323574529e-05	0.00104604025970632	0.0374713651251979
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0.0246184719149983	0.0937090221280581	0.0191204243093275
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella	4.81518305287258e-05	0.00104604025970632	-0.00979139070407189
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia	9.96342413810536e-06	0.000391894682765478	0.0195179137596527
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	0.000341236435608167	0.00402658994017637	0.0860957719698154
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	4.78892245109638e-06	0.000302766335650312	-0.43008696921426
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.000339793476045071	0.00402658994017637	0.402285275076586
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	0.00623714722189889	0.0367991686092034	0.0458771368307608
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__	0.000527096330236688	0.00548315736606036	0.0303244054786313
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella]	9.72200744110166e-05	0.00143399609756249	0.145290966410776
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	0.00364027839842012	0.0238640472785319	-0.00571152939466755
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	0.00082258545517273	0.0069332202650273	0.130910218694077
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	5.9612851977701e-05	0.00104604025970632	0.0777772982633529
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	0.00398923350754478	0.024775239678436	0.0186596471694802
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.00783077574398484	0.0385013140745922	-0.0278458902632247
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8;g__	0.000781412335317033	0.0069332202650273	0.00980821297721804
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	0.0237185677940056	0.0937090221280581	-0.0231867630293531
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	0.0101007042605588	0.0471547522236203	-0.0784604916833232
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	0.00689050840609777	0.0373219422506848	-0.0697972168492797
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other	0.00317824600008512	0.022060766353532	0.0189292243834065
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	0.0103900301509672	0.0471547522236203	0.100642418249952
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	0.0190624987259613	0.0833101796171641	-0.0926479033934427
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella	0.0431022015108037	0.145315993664995	-0.0100557202153075
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__	0.0410795076802502	0.143636706599669	0.0138369977246191
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas	0.0672615795250707	0.20350939446047	-0.00100623951624324
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;Other	0.0314519415653657	0.115979034522286	-0.0163758144417362
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	0.00302357142834511	0.022060766353532	-0.0479052919576346
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	0.000557609223667156	0.00548315736606036	0.066273702241686
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.0203798574111609	0.0858865419470354	-0.00842818680906518
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	0.0667079405373316	0.20350939446047	0.04880855016604
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter	0.00704847002092017	0.0373219422506848	0.00897963798146468
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;Other	0.00213127388026335	0.016766021191405	0.00463063855058703
